contract_id,sim_to_Affiliate License-Licensee,sim_to_Affiliate License-Licensor,sim_to_Agreement Date,sim_to_Anti-Assignment,sim_to_Audit Rights,sim_to_Cap On Liability,sim_to_Change Of Control,sim_to_Competitive Restriction Exception,sim_to_Covenant Not To Sue,sim_to_Document Name,sim_to_Effective Date,sim_to_Exclusivity,sim_to_Expiration Date,sim_to_Governing Law,sim_to_Insurance,sim_to_Ip Ownership Assignment,sim_to_Irrevocable Or Perpetual License,sim_to_Joint Ip Ownership,sim_to_License Grant,sim_to_Liquidated Damages,sim_to_Minimum Commitment,sim_to_Most Favored Nation,sim_to_No-Solicit Of Customers,sim_to_No-Solicit Of Employees,sim_to_Non-Compete
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement,0.32989645,0.3478824,0.27567437,0.46063256,0.37349528,0.3839281,0.48840684,0.32581973,0.36664978,0.39359716,0.4691137,0.37372303,0.48867965,0.3168776,0.24212544,0.4283408,0.435592,0.44035515,0.42393398,0.34762448,0.31560063,0.3064822,0.35994875,0.33515325,0.33183464
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement,0.44228643,0.5271345,0.1956079,0.5682924,0.25214437,0.3656237,0.46571067,0.3835516,0.43286043,0.4679094,0.42603517,0.4588114,0.40073588,0.4162466,0.36843103,0.46002042,0.3988568,0.5139488,0.43661523,0.30465436,0.40182385,0.3483857,0.45228553,0.34188348,0.47625303
VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement,0.31618094,0.2561355,0.32637453,0.32236826,0.2928638,0.23687315,0.3232882,0.34352392,0.25374353,0.3690406,0.69551516,0.36345756,0.57290334,0.46595708,0.4942441,0.29136097,0.31465572,0.3894128,0.28273693,0.40861225,0.36579305,0.24964112,0.4334553,0.54519445,0.27295837
VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement,0.26561564,0.28603685,0.21222857,0.30997574,0.17694092,0.31141463,0.3958245,0.3694569,0.3477912,0.40992972,0.38959777,0.46477783,0.41589913,0.32645965,0.31950718,0.2578153,0.39240974,0.37084162,0.32029003,0.36463028,0.5386329,0.28563866,0.40168536,0.28060287,0.22950381
WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT,0.3531956,0.48187768,0.15723196,0.57251024,0.29622716,0.47706106,0.4129138,0.38548464,0.45631903,0.44090396,0.3672663,0.44325066,0.3578828,0.4472774,0.31473207,0.51536083,0.27313346,0.5616045,0.5340604,0.23213066,0.28421748,0.40839046,0.40135947,0.32112977,0.31708074
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT,0.2950836,0.31532693,0.19448042,0.393421,0.23618239,0.25383955,0.38054943,0.36762634,0.3828299,0.36292526,0.41193202,0.29453722,0.4023432,0.34412652,0.34420824,0.42666364,0.2493098,0.33007872,0.39564583,0.23575525,0.36356342,0.23457608,0.3327908,0.37888306,0.32534248
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",0.37056655,0.40276858,0.32548594,0.45406368,0.28520465,0.34754372,0.4444111,0.4715774,0.3657806,0.50159186,0.5717416,0.4678797,0.5283109,0.3567356,0.35744348,0.43378887,0.37395006,0.515357,0.42519954,0.41067046,0.3949501,0.40825242,0.43556044,0.5374944,0.4595788
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT,0.39267343,0.29778534,0.34272054,0.4250138,0.33243835,0.36339536,0.4741898,0.4588883,0.3712914,0.4591679,0.68738514,0.44131187,0.6279533,0.48340988,0.41430163,0.39410058,0.34483165,0.5183411,0.39030856,0.41638398,0.37193692,0.25555843,0.46978426,0.54799783,0.29741126
WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,0.38997757,0.3250348,0.12836415,0.45035392,0.27651793,0.36737812,0.41019413,0.3783607,0.39163584,0.37253952,0.33387738,0.30214545,0.2879384,0.42604762,0.2968391,0.3838508,0.21962777,0.39620525,0.31663167,0.37298575,0.32108986,0.30996585,0.4341913,0.3164358,0.3183577
WESTERN COPPER - NON-COMPETITION AGREEMENT,0.33888966,0.3385978,0.24407005,0.3359555,0.27262622,0.29972953,0.41067213,0.4901613,0.35345334,0.35542378,0.49570507,0.32030916,0.43595195,0.43578905,0.25885698,0.35709608,0.31095064,0.46030632,0.4077757,0.28165275,0.32556075,0.35421568,0.43580568,0.36931884,0.3934773
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",0.36671734,0.37824923,0.29585758,0.48729253,0.27491498,0.42895323,0.5011126,0.41963828,0.40574253,0.40242052,0.60217786,0.43960485,0.57684493,0.46347457,0.3482342,0.4956567,0.38330358,0.49503586,0.41967404,0.42236215,0.40881035,0.36329907,0.44449583,0.47922015,0.34229362
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT,0.3073339,0.31113222,0.2722378,0.3722185,0.28453153,0.28467828,0.32629988,0.37062567,0.40067625,0.4547826,0.48762718,0.3437365,0.514114,0.38196027,0.4268103,0.3261978,0.21975191,0.35462138,0.39883167,0.32038966,0.45359263,0.21153799,0.35825032,0.4041234,0.45032057
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights Confidentiality and Non-Use Obligations Agreement,0.38112324,0.52027714,0.077690154,0.43844962,0.2326133,0.35047302,0.37768522,0.3930797,0.41868132,0.411139,0.22846475,0.38133687,0.27979416,0.3311404,0.28846928,0.47404602,0.34654343,0.46713513,0.5330502,0.22278339,0.30806637,0.2376186,0.34044987,0.3359926,0.42505485
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,0.4273988,0.41967034,0.25284767,0.42685091,0.34954545,0.41310793,0.4420665,0.41093087,0.42803973,0.4165932,0.49964547,0.45103484,0.48426875,0.36267453,0.32422602,0.42690927,0.38318843,0.4417838,0.37825978,0.33770567,0.42569464,0.35453564,0.5191699,0.44365105,0.34711823
WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT,0.47469175,0.45458108,0.1690389,0.48332882,0.38354644,0.39368877,0.471501,0.6577796,0.4281037,0.32972944,0.46266592,0.45512003,0.4054041,0.4321118,0.38682187,0.44734803,0.37528104,0.51616377,0.4999941,0.35864663,0.40727586,0.40272027,0.4966307,0.6810881,0.55481285
WatchitMediaInc_20061201_8-K_EX-10.1_4148672_EX-10.1_Content License Agreement,0.30306023,0.2412667,0.1086644,0.27149194,0.09537865,0.19400263,0.2666506,0.26762256,0.21496937,0.26521242,0.2744393,0.25013915,0.2641756,0.15973231,0.17885968,0.29902208,0.42110962,0.21147959,0.17673567,0.27700195,0.26057252,0.23517853,0.3406843,0.20851651,0.105572894
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,0.41578007,0.3733073,0.36937803,0.5200285,0.35113442,0.44015604,0.46388787,0.38440293,0.4731303,0.4797066,0.63751173,0.46247008,0.6245868,0.36109525,0.35749233,0.39941877,0.37136674,0.514586,0.40641427,0.4058726,0.45613992,0.34126872,0.49219477,0.4955271,0.3069809
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement,0.4619805,0.5047996,0.21377794,0.45301825,0.36918426,0.4137198,0.38203278,0.44356266,0.48537913,0.35758096,0.5094962,0.44234392,0.3960079,0.5180311,0.32670936,0.52752113,0.36068448,0.48159707,0.51570255,0.27513853,0.3641575,0.31233388,0.43870682,0.3967759,0.3675605
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement,0.4520753,0.5050093,0.18651804,0.482504,0.37335753,0.47176224,0.5258297,0.50822693,0.5152021,0.4157982,0.44282442,0.48712754,0.43698722,0.4914937,0.3706017,0.4047085,0.30639994,0.51080185,0.57566965,0.33938462,0.40174997,0.36684433,0.4363829,0.41188222,0.4027002
"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT",0.38554052,0.33731157,0.35374677,0.43927336,0.401129,0.38648736,0.39194903,0.36826453,0.34147534,0.5179741,0.5737626,0.44275314,0.5188778,0.45600307,0.5118874,0.3786496,0.3934362,0.44558063,0.41107675,0.43949002,0.39014295,0.28381467,0.51922715,0.42665106,0.33642024
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3),0.4250854,0.49414238,0.13393392,0.4561085,0.39592928,0.3629699,0.44216692,0.48496303,0.359512,0.4854334,0.42419645,0.4738611,0.45049563,0.48343667,0.31818128,0.5068236,0.38844556,0.6148644,0.5496625,0.30641183,0.32552665,0.39554098,0.44541088,0.37883562,0.35188758
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT",0.3907113,0.51441765,0.06447413,0.48405468,0.22263224,0.35025257,0.45494485,0.40452117,0.374294,0.6179143,0.30887997,0.41646683,0.37756696,0.3526702,0.28456515,0.45744002,0.35472926,0.5065631,0.53307974,0.18029873,0.3116004,0.29953718,0.39194816,0.27782762,0.3515966
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",0.39763916,0.43016323,0.11139315,0.4686367,0.2512982,0.29293567,0.35010844,0.3289883,0.4256873,0.49164373,0.35056442,0.34521824,0.35244182,0.3663195,0.3159208,0.41253155,0.39275438,0.34555662,0.435858,0.22033994,0.33045322,0.26757595,0.40521395,0.29962623,0.36275107
XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT,0.43652958,0.45388204,0.18491048,0.546763,0.35753393,0.43395948,0.5017557,0.4606998,0.44848505,0.47974828,0.37582025,0.4706676,0.36401495,0.38752788,0.46759182,0.49849147,0.35038513,0.47299376,0.5004429,0.32980418,0.45742583,0.2947885,0.48795277,0.44556215,0.40754128
XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement,0.40927675,0.4338361,0.22429329,0.42601943,0.24813995,0.2890505,0.41271496,0.3565619,0.31833962,0.34777746,0.42432088,0.35630745,0.3987037,0.424729,0.28924125,0.5073202,0.6250918,0.4716677,0.38031638,0.24964929,0.3245462,0.2618556,0.4562317,0.29940885,0.35671657
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement,0.36559778,0.3683499,0.3697651,0.43023813,0.41710645,0.41173995,0.43746823,0.37807238,0.39559478,0.48731107,0.63839734,0.45522594,0.6612977,0.3872798,0.38693702,0.3878417,0.35291883,0.46191144,0.39023894,0.36072636,0.4749862,0.352512,0.4825153,0.48284215,0.30788833
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,0.46427378,0.5140729,0.14841442,0.50416565,0.31061214,0.4700617,0.45332858,0.46085995,0.47259548,0.4426232,0.3917117,0.38179356,0.4502557,0.4967956,0.28866392,0.6047145,0.46442854,0.66782105,0.49651378,0.28472027,0.32454708,0.3071776,0.4404589,0.35963577,0.34728438
ZONDWINDSYSTEMPARTNERSLTDSERIES85-B_04_03_2006-EX-10-MANAGEMENT AND MAINTENANCE AGREEMENT,0.31029102,0.37339646,0.12096296,0.34497035,0.21326919,0.2839278,0.28231663,0.30084985,0.37058645,0.38059157,0.27766103,0.2907195,0.32254946,0.3031569,0.23132864,0.34923178,0.22352096,0.42300272,0.42714608,0.18265265,0.30256644,0.25249863,0.37031883,0.2177148,0.347624
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,0.36774004,0.37874067,0.16374114,0.49322724,0.31045574,0.4296759,0.4081747,0.3493185,0.45732144,0.31351635,0.38764745,0.464871,0.4295153,0.52150667,0.2661702,0.45800143,0.3244163,0.62019753,0.38285694,0.24650405,0.33444434,0.44103235,0.4995227,0.37744048,0.3480447
"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0.3738578,0.329785,0.2609046,0.42541003,0.41451144,0.3415193,0.4077468,0.4161647,0.34863257,0.46105847,0.62329596,0.40570235,0.5840235,0.422545,0.40474835,0.3730018,0.29457986,0.49155927,0.46954426,0.39735425,0.36950874,0.2671572,0.47474328,0.5345252,0.3039904
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement,0.18666682,0.2491515,0.1352555,0.3420523,0.2238779,0.44437253,0.35520723,0.26431867,0.2023108,0.31119335,0.32750517,0.2656162,0.2928909,0.22972149,0.4789066,0.30033863,0.25922403,0.3941326,0.30193564,0.53612506,0.33002594,0.3911193,0.41522914,0.26170504,0.24976116
