dataset,contract_id,text,label
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,Agent is granted a limited license and right to use all Intellectual Property for purposes of conducting the GOB Sale and otherwise marketing any or all of the Assets;,License Grant
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"To the extent that there is Merchandise remaining at the Sale Termination Date (the ""Remaining Merchandise""), such Remaining Merchandise shall be deemed automatically transferred to Agent free and clear of all liens, claims, and encumbrances. Agent and its affiliates shall be authorized to sell or otherwise dispose of the Remaining Merchandise with all logos, brand names, and other Intellectual Property intact, and shall be authorized to advertise the sale of the Remaining Merchandise using the Intellectual Property.",Post-Termination Services
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,Merchant shall make its books and records available to Purchaser at all times,Audit Rights
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"During the Sale Term, and thereafter until all of Merchant's and Purchaser's and Agent's obligations under this Agreement have been satisfied, Merchant and Purchaser shall have reasonable access to Merchant's and Purchaser's records with respect to the GOB Sale (including, but not limited to Merchandise, GOB Sale Proceeds, and Expenses) to review and audit such records.",Audit Rights
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"In the event the Closing fails to occur, then, only upon entry of a final and non-appealable order of the Bankruptcy Court determining that such failure was the result of Purchaser's sole, material, non-excusable breach of this Agreement, then Merchant shall be entitled to retain the Deposit as liquidated damages as Merchant's sole remedy for such breach.",Liquidated Damages
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Until the Designation Rights Termination Date or as otherwise directed by Purchaser or set forth in this Agreement, Merchant shall continue to maintain, subject to the Wind-Down Budget and the Wind-Down Cap, in such amounts as it currently has in effect, all of its liability insurance policies, including but not limited to commercial general liability, products liability, comprehensive public liability, auto liability and umbrella liability insurance, covering injuries to persons and property in, or in connection with, the Assets and/or Merchant's operation of its business and the Store and Distribution Centers; and Merchant shall cause Purchaser to be named as an additional named insured (as its interest may appear) with respect to all such policies.",Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Agent shall deliver to Merchant certificates evidencing such insurance policies setting forth the duration thereof and naming Merchant as an additional insured, in form and substance reasonably satisfactory to Merchant.",Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"In the event of a claim under any such policies, Agent shall be responsible for the payment of all deductibles, retentions or self-insured amounts thereunder, unless it is determined that liability arose by reason of the willful misconduct or grossly negligent acts or omissions of Merchant or Merchant's employees, independent contractors or agents (other than Agent or Agent's employees, agents or independent contractors).",Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,Merchant shall not make any change in the amount of any deductibles or self-insurance amounts on or after the date of this Agreement without Purchaser's prior written consent.,Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"In the event of a claim under any such policies, Merchant shall be responsible for the payment of all deductibles, retentions or self- insured amounts thereunder (which may be reimbursed as an Expense and/or pursuant to the Wind-Down Payment, subject to the Wind-Down Budget and the Wind-Down Cap), unless it is determined that liability arose by reason of the willful misconduct or grossly negligent acts or omissions of Purchaser, or Purchaser's employees, independent contractors or agents.",Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Merchant shall, at all times while any employees are in its employ, maintain in full force and effect workers' compensation insurance (including employer liability insurance) in compliance with all statutory requirements.",Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"All such policies shall require at least thirty (30) days' prior notice to Purchaser of cancellation, non- renewal or material change.",Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,Agent shall not make any change in the amount of any deductibles or self-insurance amounts prior to the Sale Termination Date without Merchant's prior written consent.,Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Agent shall maintain, at Agent's cost (as an Expense) and in such amounts as Agent currently has in effect, commercial general liability policies covering injuries to persons and property in or in connection with Agent's agency at the Stores and shall cause Merchant to be named as an additional insured with respect to such policies.",Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Merchant shall deliver to Purchaser certificates evidencing such insurance, setting forth the duration thereof and naming Purchaser as an additional insured or loss payee, as applicable, in form and substance reasonably satisfactory to Purchaser.",Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"From and after the date of this Agreement, all such policies will also name Purchaser as an additional named insured or loss payee, as applicable (as its interest may appear).",Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Until the Designation Rights Termination Date or as otherwise directed by Purchaser or set forth in this Agreement, Merchant shall continue to maintain, subject to the Wind-Down Budget and the Wind-Down Cap, all of its presently existing property casualty coverage related to the Assets (including but not limited to fire, flood, wind, hail, natural disaster, theft, and extended coverage casualty insurance) until the sale or other disposition of all Assets covered by such policies.",Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"All such policies shall require at least thirty (30) days' prior notice to Purchaser of cancellation, non-renewal or material change.",Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"If requested by Agent, Merchant shall, at Agent's expense, insure the Additional Agent Merchandise and, if required, promptly file any proofs of loss with regard to same with Merchant's insurers.",Insurance
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Merchant shall deliver to Purchaser certificates evidencing such insurance setting forth the duration thereof and naming Purchaser as an additional named insured, in form reasonably satisfactory to Purchaser.",Insurance
CUAD,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",SUPPORT AND MAINTENANCE AGREEMENT,Document Name
CUAD,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT","On2 Technologies, Inc.",Parties
CUAD,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT","Except as otherwise set forth in Sections 9.2 and 9.3 or Exhibit A hereof, the term of this Agreement shall be eighteen (18) months (""Term"").",Expiration Date
CUAD,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT","This Agreement shall be governed by and construed in accordance with the laws of the State of New York, without giving effect to any choice of law or conflict of law provision or rule whether such provision or rule is that of the State of New York or any other jurisdiction.",Governing Law
CUAD,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT","Neither party will have the right to assign, pledge or transfer all or any part of this Agreement without the prior written consent of the other, and any such purported assignment, pledge or transfer by a party without such prior written consent shall be void ab initio; provided, however, that either party may assign all or part of its rights and obligations under this Agreement in connection with a Change of Control (as defined in the Asset Purchase Agreement).",Anti-Assignment
CUAD,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT","The foregoing obligations of Wildform, following the initial 30 day period, shall be limited to a maximum of twenty (20) hours, or up to a maximum of one hundred twenty five (125) emails, whichever accumulates first.",Volume Restriction
CUAD,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT","The foregoing obligations of Wildform, shall be limited to a maximum of forty (40) hours, or up to a maximum of two hundred twenty (220) emails, whichever accumulates first.",Volume Restriction
CUAD,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT","The foregoing obligations of Wildform shall be limited to a maximum of forty five (45) hours, or up to a maximum of three hundred (300) emails, whichever accumulates first.",Volume Restriction
CUAD,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT","The foregoing obligations of Wildform shall be limited to a maximum of forty (40) hours, or up to a maximum of two hundred twenty (220) emails, whichever accumulates first.",Volume Restriction
CUAD,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT","The foregoing obligations of Wildform, following the initial thirty (30) day period, shall be limited to a maximum of thirty (30) hours, or up to a maximum of two hundred (200) emails, whichever accumulates first.",Volume Restriction
CUAD,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT","The Incorporated Technology Works shall be the sole property of On2, and all right, title and interest therein shall vest solely in On2 and shall be deemed to be a work made for hire.",Ip Ownership Assignment
CUAD,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT","To the extent that title to any of the Incorporated Technology Works may not, by operation of law, vest in On2 or such works may not be considered works made for hire, Wildform hereby irrevocably assigns to On2 all rights, title and interest in and to such works",Ip Ownership Assignment
CUAD,Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement,"Website Design, Development and Hosting Agreement",Document Name
